date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO,Company
Fri Oct 17 2014 11:44:45 GMT-0400 (Eastern Daylight Time), Trader,"Chicago, IL",Current Employee ,Great place with huge potential,I have been working at AKUNA CAPITAL full-time for more than a year,8,"A great place to work, wonderful atmosphere and good bosses. The company has grown really quickly and there seems to be much more growth in the years ahead. You are expected to work hard, however the culture and atmosphere somehow manage to be fun and relaxed. Friday night drinks every week certainly help this. The career opportunities and room for growth seem huge, I've seen people around me gain responsibilities so quickly. Overall a pretty great place to work.",If you don't work hard and contribute it'll really show with such dedicated coworkers. You can't slack off and be lazy because the management won't accept that for long from an employee. It's really a place for those who want to push themselves and be pushed to excel.,,5.0,3.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,,akuna
Thu Oct 09 2014 13:40:57 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Very nice person,I have been working at AKUNA CAPITAL full-time,0,very nice person and startup company,i don't have any idea,,5.0,,,,,,,,,akuna
Sat Sep 27 2014 11:28:57 GMT-0400 (Eastern Daylight Time),,"Chicago, IL",Current Employee ,Exciting times at a fast-growing company,I have been working at AKUNA CAPITAL full-time for more than a year,3,"Really smart people, working on exciting things. Growing fast and big plans for the future. Fun atmosphere in the office, you get to work closely with the managers from the start.",Pretty high pressure; lots to deliver so it's not a place for people looking for a relaxing job,,5.0,4.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,,akuna
Sun Sep 21 2014 08:06:11 GMT-0400 (Eastern Daylight Time), Derivatives Trader,"Chicago, IL",Current Employee ,Best up and coming trading company in Chicago,I have been working at AKUNA CAPITAL full-time,0,Very fast paced and challenging job every day. New employees get lots of responsibility very quickly. There are lots of opportunities as it is a young company growing very quickly. Great work environment with lots of company events and a flat structure.,Technology team is not able to keep up with the trading team. Within the trading team it is not quite as competitive as I was expecting or hoping for. Currently it is very reliant on some desks and employees.,,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,,akuna
Wed Aug 20 2014 11:54:59 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Great Energy,I have been working at AKUNA CAPITAL full-time for less than a year,2,Fast paced with a lot of opportunities. Seems to be one of the few companies in this space growing and there is an excellent vibe in the office. You get onto the trading desk quickly with a good training program. Chance to interact with lots of smart people who are working hard. Good social events.,Things move quickly and there seem to be a lot of balls in the air. Could be unsettling if you are not cut out for that.,,5.0,4.0,5.0,5.0,4.0,4.0,Positive Outlook,,,akuna
Fri Jun 20 2014 15:25:40 GMT-0400 (Eastern Daylight Time),,,Current Employee ,"Work somewhere you can be proud of, not here.",I have been working at AKUNA CAPITAL full-time for more than a year,1,Learning experience. Nice desks. There is fruit. Big monitors. Nice seats. I am trying to meet a 20 word minimum..,Bad employee relationship building. Bad benefits. Expect favoritism Employee's voice/needs are ignored. Discriminating environment. Your degree gets more attention than you ever will. Management is extremely questionable. Their number 1 concern is their 'image'. They have a long way to go and are stubborn when change is requested/presented.,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,,No opinion of CEO,akuna
Fri May 09 2014 12:03:58 GMT-0400 (Eastern Daylight Time), Derivatives Trader,"Chicago, IL",Current Employee ,Great company with start-up vibe,I have been working at AKUNA CAPITAL full-time for more than a year,1,"Akuna has an experienced senior team to learn from. You are given a lot of responsibility early in your career, as opposed to trading at a bank where you may not actually trade for a couple of years. Fun environment including a company trip every year.",It's getting a little harder to get one on one time with senior people as the company has grown.,,5.0,5.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,,akuna
Mon Mar 10 2014 21:53:30 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Meh....,I worked at AKUNA CAPITAL full-time,9,Some people within the company are great to work with!,Some people are not great to work with. Some traders within a niche group get more chances than others.,,2.0,2.0,1.0,3.0,3.0,2.0,Doesn't Recommend,Positive Outlook,,akuna
Wed Feb 19 2014 08:17:16 GMT-0500 (Eastern Standard Time), Trader,"Chicago, IL",Former Employee ,Decent company in a souring industry,I worked at AKUNA CAPITAL full-time,4,"High pay for juniors, lots to learn, smart people (ex-Optiver), a firm that is still making money, cool bosses (as long as you don't go overboard)","You don't really get more than one warning. People get let go very easily or leave, but I'm not sure if it's just Akuna or simply the industry right now. Afterall, it is the partners' money they're paying you. Industry isn't doing well, and the firm is not very technology driven.",,4.0,4.0,4.0,3.0,5.0,4.0,Recommends,Neutral Outlook,,akuna
Mon Nov 04 2013 07:58:05 GMT-0500 (Eastern Standard Time),,,Current Employee ,Inside or Out,I have been working at AKUNA CAPITAL full-time,13,You get to work with bleeding edge technology.,"Political atmosphere if you are not within the ""Circle"" or an Aussie.",,2.0,2.0,2.0,2.0,3.0,2.0,Doesn't Recommend,Neutral Outlook,,akuna
Wed Nov 06 2013 07:31:00 GMT-0500 (Eastern Standard Time),,,Current Employee ,Rewarding,I have been working at AKUNA CAPITAL full-time for more than a year,0,"- Working with some of the smartest people in the industry - Welcoming and culturally diverse environment - Social: Company sponsored Friday drinks every week, company paid trip to Vegas, Chase Corporate Challenge",- The kitchen is going to be a squeeze with all of the new people starting,,5.0,4.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,,akuna
Wed Apr 22 2020 03:49:08 GMT-0400 (Eastern Daylight Time), Trader,Sydney,Current Employee ,New kids on the block taking over!,I have been working at AKUNA CAPITAL full-time,0,"Entrepreneurial culture, interesting problems, fun culture w/ great people.",Growth and innovation takes more time than we would like,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,akuna
Fri Feb 21 2020 00:07:16 GMT-0500 (Eastern Standard Time),,, ,Alright company.,I worked at AKUNA CAPITAL,0,New company. Room to grow.,"Bonuses are small, not guaranteed. Issue with work/life balance. Differences in pay between traders who do same work",,3.0,,,,,,,,,akuna
Sat Feb 15 2020 17:14:26 GMT-0500 (Eastern Standard Time), Software Developer,,Former Employee ,Need some experience on board for firm's expansion,I worked at AKUNA CAPITAL full-time for more than a year,0,"Some good people, friendly Decent pay Know the US options markets",Expansion into Asian markets (then apparently UK/EU markets ) lacks anyone in managment/operations who is experienced with this process. The firm has essentially been US focussed for 8 years. Asia/UK/EU different infrastructure/cost/culture/rules UK/EU is especially a regulatory minefield but no-one in managment/operations has a clue about this. Huge recruitment drive going on ... similar to Tibra a few years ago which ended in diasaster and massive round of redundancies. Needs tailored expansion.,,3.0,4.0,4.0,3.0,4.0,2.0,Recommends,Negative Outlook,,akuna
Sat Feb 08 2020 15:22:19 GMT-0500 (Eastern Standard Time),,, ,"Quite hard work, but good environment for learning.",I have been working at AKUNA CAPITAL,0,They pay interns well too.,A lot of testing for trading interns.,,3.0,3.0,3.0,3.0,4.0,3.0,Recommends,Neutral Outlook,,akuna
Fri Dec 06 2019 05:15:17 GMT-0500 (Eastern Standard Time),,Thāne,Current Employee ,Software engineer,I have been working at AKUNA CAPITAL full-time for more than a year,0,Great company for fresher newcomers,"Traveling is hectic cumbersome tedious
Canteen",,5.0,4.0,4.0,5.0,4.0,4.0,Recommends,Positive Outlook,,akuna
Tue Sep 03 2019 22:05:43 GMT-0400 (Eastern Daylight Time), Recruitment Coordinator,,Current Employee ,Happy member of Team Akuna!,I have been working at AKUNA CAPITAL full-time for more than a year,1,"Great teams and work culture! I feel supported and comfortable sharing my ideas. Team leads have provided me with the training I need to take ownership of my role quickly, and I have a clear pathway for my career progression. I am very lucky to be a member of Team Akuna!",No cons to mention here.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,,akuna
Tue Sep 03 2019 22:07:37 GMT-0400 (Eastern Daylight Time), Human Resources,,Current Employee ,Great growth opportunitites,I have been working at AKUNA CAPITAL full-time for less than a year,1,"Akuna is growing! There's lots of responsibility, accountability and exposure. You have the freedom of getting involved in projects of interest aligned to company goals.",Akuna has smart people! You will not be the smartest person in the room.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,,akuna
Tue Aug 06 2019 21:01:19 GMT-0400 (Eastern Daylight Time), Intern,,Former Employee ,great,I worked at AKUNA CAPITAL part-time,2,great company to work with,i dont know. I really dont know,,5.0,,,,,,,,,akuna
Sun May 19 2019 04:46:16 GMT-0400 (Eastern Daylight Time), Software Developer,,Former Employee ,Worst company I have ever work for,I worked at AKUNA CAPITAL full-time for more than a year,5,Interesting perks: stocked kitchens and competitive salary.,"Extremely poor management. Not everything can be compensated with money. Heavy workload, high pressure Lack of autonomy of employees. It is all about the money. No working from home, no flexible work.",,3.0,1.0,2.0,3.0,4.0,1.0,Doesn't Recommend,Negative Outlook,,akuna
Wed Dec 19 2018 18:51:14 GMT-0500 (Eastern Standard Time),,,Current Employee ,Trader at Akuna Capital Limited,I have been working at AKUNA CAPITAL full-time,1,"Amazing, a place that must be visited.","None, there is no negativity.",,5.0,,,,,,,,,akuna
Mon Feb 05 2018 02:16:21 GMT-0500 (Eastern Standard Time), Quant Engineer,"Shanghai, Shanghai",Current Employee ,quant engineer,I have been working at AKUNA CAPITAL full-time for less than a year,1,"high salary, funny work, technical share","heavy workload, high pressure and less girls",,4.0,3.0,3.0,4.0,4.0,3.0,Recommends,Positive Outlook,,akuna
Tue Dec 26 2017 23:15:39 GMT-0500 (Eastern Standard Time), Recruiter,"Shanghai, Shanghai",Current Employee ,Recruiter,I have been working at AKUNA CAPITAL full-time for less than a year,0,"I am happy to work in Akuna, great culture, a lot of smart and professional people, work and life balance.",There is no currently,,5.0,5.0,5.0,4.0,4.0,4.0,Recommends,Positive Outlook,,akuna
